Order Code,Out Order Code,Waybill No.,Package number,Order Type,Payment Type,Name of courier company,Platform,Order Subtype,Store,Invoice,invoiceTitle,tax invoice content,System Shortage,Appointment Delivery,Order Creation Time,Order Time,Payment time,WMS receiving time,cancelled time,Owner code,Owner name,Order Status,Picking Type,Province,City,District,outbound time,Expected outbound time,Expected # Items,Number of items shipped,Expected # SKU,total number of order package,order package outbound quantity,weight,distribute,LP code,Unified packing material,Recommend packaging material,transaction number,Priority Delivery (G)
SO128363,OO128363,Waybill5030,PN17252,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:13,,,8/10/2024 9:13,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:29,8/13/2024 0:59,1,1,1,1,1,1270,no,WH00000,no,,TXN012328,no
SO128364,OO128364,Waybill5031,PN17253,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:10,,,8/10/2024 9:10,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:24,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004393,no
SO128365,OO128365,Waybill5032,PN17254,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:08,,,8/10/2024 9:08,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:52,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004383,no
SO128366,OO128366,Waybill5033,PN17255,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:07,,,8/10/2024 9:07,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:16,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN004368,no
SO128367,OO128367,Waybill5034,PN17256,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:40,,,8/7/2024 21:40,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:54,8/9/2024 0:59,1,1,1,1,1,550,no,WH00000,no,,TXN004359,no
SO128368,OO128368,Waybill5035,PN17257,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:40,,,8/7/2024 21:40,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:14,8/9/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN012370,no
SO128369,OO128369,Waybill5036,PN17258,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:00,,,8/10/2024 8:00,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:24,8/13/2024 0:59,2,2,2,1,1,1300,no,WH00000,no,,TXN012361,no
SO128370,OO128370,Waybill5037,PN17259,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:54,,,8/10/2024 7:54,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:31,8/13/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN012326,no
SO128371,OO128371,Waybill5038,PN17260,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:23,,,8/10/2024 9:23,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:12,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012311,no
SO128372,OO128372,Waybill5039,PN17261,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:23,,,8/10/2024 9:23,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:13,8/13/2024 0:59,1,1,1,1,1,1270,no,WH00000,no,,TXN004395,no
SO128373,OO128373,Waybill5040,PN17262,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:21,,,8/10/2024 9:21,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:46,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004389,no
SO128374,OO128374,Waybill5041,PN17263,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:10,,,8/10/2024 9:10,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:43,8/13/2024 0:59,2,2,2,1,1,1150,no,WH00000,no,,TXN004366,no
SO128375,OO128375,Waybill5042,PN17264,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:01,,,8/10/2024 9:01,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:14,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004360,no
SO128376,OO128376,Waybill5043,PN17265,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:42,,,8/7/2024 21:42,,12345678,Seller A,shipped,,****,****,****,8/8/2024 14:14,8/9/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN012353,no
SO128377,OO128377,Waybill5044,PN17266,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:41,,,8/7/2024 21:41,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:35,8/9/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN012321,no
SO128378,OO128378,Waybill5045,PN17267,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:35,,,8/7/2024 21:35,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:15,8/9/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012315,no
SO128379,OO128379,Waybill5046,PN17268,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:35,,,8/7/2024 21:35,,12345678,Seller A,shipped,,****,****,****,8/8/2024 14:35,8/9/2024 0:59,1,1,1,1,1,770,no,WH00000,no,,TXN012309,no
SO128380,OO128380,Waybill5047,PN17269,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:00,,,8/10/2024 8:00,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:31,8/13/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN012295,no
SO128381,OO128381,Waybill5048,PN17270,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:40,,,8/10/2024 7:40,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:20,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN004385,no
SO128382,OO128382,Waybill5049,PN17271,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:36,,,8/10/2024 7:36,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:14,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004381,no
SO128383,OO128383,Waybill5050,PN17272,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 9:05,,,8/10/2024 9:05,,12345678,Seller A,shipped,,****,****,****,8/10/2024 17:23,8/13/2024 0:59,1,1,1,1,1,402,no,WH00000,no,,TXN004376,no
SO128384,OO128384,Waybill5051,PN17273,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:55,,,8/10/2024 8:55,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:54,8/13/2024 0:59,2,2,2,1,1,1200,no,WH00000,no,,TXN004375,no
SO128385,OO128385,Waybill5052,PN17274,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:46,,,8/10/2024 8:46,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:13,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004371,no
SO128386,OO128386,Waybill5053,PN17275,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:27,,,8/10/2024 8:27,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:20,8/13/2024 0:59,1,1,1,1,1,664,no,WH00000,no,,TXN004370,no
SO128387,OO128387,Waybill5054,PN17276,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:30,,,8/7/2024 21:30,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:13,8/9/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN012358,no
SO128388,OO128388,Waybill5055,PN17277,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:27,,,8/7/2024 21:27,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:50,8/9/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN012306,no
SO128389,OO128389,Waybill5056,PN17278,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:25,,,8/7/2024 21:25,,12345678,Seller A,shipped,,****,****,****,8/8/2024 14:01,8/9/2024 0:59,1,1,1,1,1,644,no,WH00000,no,,TXN012304,no
SO128390,OO128390,Waybill5057,PN17279,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:52,,,8/10/2024 7:52,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:23,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012301,no
SO128391,OO128391,Waybill5058,PN17280,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:45,,,8/10/2024 7:45,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:31,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN012299,no
SO128392,OO128392,Waybill5059,PN17281,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:44,,,8/10/2024 7:44,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:52,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012285,no
SO128393,OO128393,Waybill5060,PN17282,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:34,,,8/10/2024 7:34,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:27,8/13/2024 0:59,1,1,1,1,1,1270,no,WH00000,no,,TXN004388,no
SO128394,OO128394,Waybill5061,PN17283,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:05,,,8/10/2024 7:05,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:39,8/13/2024 0:59,1,1,1,1,1,664,no,WH00000,no,,TXN004379,no
SO128395,OO128395,Waybill5062,PN17284,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:37,,,8/10/2024 8:37,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:13,8/13/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN004367,no
SO128396,OO128396,Waybill5063,PN17285,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:36,,,8/10/2024 8:36,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:49,8/13/2024 0:59,3,3,3,1,1,850,no,WH00000,no,,TXN004364,no
SO128397,OO128397,Waybill5064,PN17286,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:27,,,8/10/2024 8:27,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:19,8/13/2024 0:59,1,1,1,1,1,1270,no,WH00000,no,,TXN004362,no
SO128398,OO128398,Waybill5065,PN17287,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:26,,,8/10/2024 8:26,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:20,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN012300,no
SO128399,OO128399,Waybill5066,PN17288,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:17,,,8/10/2024 8:17,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:23,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012270,no
SO128400,OO128400,Waybill5067,PN17289,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:15,,,8/10/2024 8:15,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:40,8/13/2024 0:59,1,1,1,1,1,914,no,WH00000,no,,TXN004356,no
SO128401,OO128401,Waybill5068,PN17290,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:24,,,8/7/2024 21:24,,12345678,Seller A,shipped,,****,****,****,8/8/2024 16:29,8/9/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004354,no
SO128402,OO128402,Waybill5069,PN17291,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:23,,,8/7/2024 21:23,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:14,8/9/2024 0:59,2,2,2,1,1,800,no,WH00000,no,,TXN004349,no
SO128403,OO128403,Waybill5070,PN17292,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:21,,,8/7/2024 21:21,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:05,8/9/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN004333,no
SO128404,OO128404,Waybill5071,PN17293,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:52,,,8/10/2024 6:52,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:52,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004329,no
SO128405,OO128405,Waybill5072,PN17294,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:38,,,8/10/2024 6:38,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:17,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN004324,no
SO128406,OO128406,Waybill5073,PN17295,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:38,,,8/10/2024 6:38,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:44,8/13/2024 0:59,1,1,1,1,1,402,no,WH00000,no,,TXN012359,no
SO128407,OO128407,Waybill5074,PN17296,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:13,,,8/10/2024 6:13,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:39,8/13/2024 0:59,1,1,1,1,1,664,no,WH00000,no,,TXN012357,no
SO128408,OO128408,Waybill5075,PN17297,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:35,,,8/10/2024 8:35,,12345678,Seller A,shipped,,****,****,****,8/10/2024 12:41,8/13/2024 0:59,1,1,1,1,1,3100,no,WH00000,no,,TXN012351,no
SO128409,OO128409,Waybill5076,PN17298,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:34,,,8/10/2024 8:34,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:29,8/13/2024 0:59,1,1,1,1,1,914,no,WH00000,no,,TXN012349,no
SO128410,OO128410,Waybill5077,PN17299,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:29,,,8/10/2024 8:29,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:41,8/13/2024 0:59,1,1,1,1,1,602,no,WH00000,no,,TXN012345,no
SO128411,OO128411,Waybill5078,PN17300,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:20,,,8/10/2024 8:20,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:15,8/13/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN012283,no
SO128412,OO128412,Waybill5079,PN17301,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:15,,,8/10/2024 7:15,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:25,8/13/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN012277,no
SO128413,OO128413,Waybill5080,PN17302,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:00,,,8/10/2024 7:00,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:14,8/13/2024 0:59,2,2,2,1,1,850,no,WH00000,no,,TXN004351,no
SO128414,OO128414,Waybill5081,PN17303,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:32,,,8/10/2024 6:32,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:38,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN004344,no
SO128415,OO128415,Waybill5082,PN17304,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:30,,,8/10/2024 6:30,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:14,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN004338,no
SO128416,OO128416,Waybill5083,PN17305,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:28,,,8/10/2024 6:28,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:24,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004331,no
SO128417,OO128417,Waybill5084,PN17306,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:19,,,8/10/2024 6:19,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:49,8/13/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN004325,no
SO128418,OO128418,Waybill5085,PN17307,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:28,,,8/10/2024 8:28,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:23,8/13/2024 0:59,1,1,1,1,1,864,no,WH00000,no,,TXN004326,no
SO128419,OO128419,Waybill5086,PN17308,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:06,,,8/10/2024 8:06,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:15,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004322,no
SO128420,OO128420,Waybill5087,PN17309,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:05,,,8/10/2024 8:05,,12345678,Seller A,shipped,,****,****,****,8/10/2024 17:29,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012339,no
SO128421,OO128421,Waybill5088,PN17310,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:01,,,8/10/2024 8:01,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:46,8/13/2024 0:59,1,1,1,1,1,644,no,WH00000,no,,TXN012336,no
SO128422,OO128422,Waybill5089,PN17311,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:17,,,8/7/2024 21:17,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:22,8/9/2024 0:59,1,1,1,1,1,1520,no,WH00000,no,,TXN012333,no
SO128423,OO128423,Waybill5090,PN17312,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:18,,,8/10/2024 6:18,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:43,8/13/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN012330,no
SO128424,OO128424,Waybill5091,PN17313,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:49,,,8/10/2024 5:49,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:24,8/13/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN012325,no
SO128425,OO128425,Waybill5092,PN17314,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:36,,,8/10/2024 5:36,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN012280,no
SO128426,OO128426,Waybill5093,PN17315,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:30,,,8/10/2024 5:30,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:43,8/13/2024 0:59,1,1,1,1,1,452,no,WH00000,no,,TXN012271,no
SO128427,OO128427,Waybill5094,PN17316,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:27,,,8/10/2024 5:27,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:57,8/13/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN012262,no
SO128428,OO128428,Waybill5095,PN17317,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:22,,,8/10/2024 5:22,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:52,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012263,no
SO128429,OO128429,Waybill5096,PN17318,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:10,,,8/10/2024 8:10,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN012256,no
SO128430,OO128430,Waybill5097,PN17319,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:10,,,8/10/2024 8:10,,12345678,Seller A,intercepted,,****,****,****,8/10/2024 16:52,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN008580,no
SO128431,OO128431,Waybill5098,PN17320,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:10,,,8/10/2024 8:10,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:39,8/13/2024 0:59,1,1,1,1,1,864,no,WH00000,no,,TXN004341,no
SO128432,OO128432,Waybill5099,PN17321,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:12,,,8/7/2024 21:12,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:36,8/9/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN004339,no
SO128433,OO128433,Waybill5100,PN17322,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 5:36,,,8/10/2024 5:36,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:44,8/13/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN004337,no
SO128434,OO128434,Waybill5101,PN17323,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 4:50,,,8/10/2024 4:50,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:46,8/13/2024 0:59,1,1,1,1,1,200,no,WH00000,no,,TXN012337,no
SO128435,OO128435,Waybill5102,PN17324,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:19,,,8/10/2024 8:19,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:25,8/13/2024 0:59,3,3,3,1,1,2100,no,WH00000,no,,TXN012322,no
SO128436,OO128436,Waybill5103,PN17325,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:18,,,8/10/2024 8:18,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:38,8/13/2024 0:59,1,1,1,1,1,1270,no,WH00000,no,,TXN012319,no
SO128437,OO128437,Waybill5104,PN17326,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:56,,,8/10/2024 7:56,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:13,8/13/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN012318,no
SO128438,OO128438,Waybill5105,PN17327,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:06,,,8/7/2024 21:06,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:59,8/9/2024 0:59,5,5,5,1,1,4150,no,WH00000,no,,TXN012251,no
SO128439,OO128439,Waybill5106,PN17328,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:06,,,8/7/2024 21:06,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:21,8/9/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012248,no
SO128440,OO128440,Waybill5107,PN17329,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:04,,,8/7/2024 21:04,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:13,8/9/2024 0:59,2,2,2,1,1,850,no,WH00000,no,,TXN012236,no
SO128441,OO128441,Waybill5108,PN17330,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 6:10,,,8/10/2024 6:10,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:43,8/13/2024 0:59,1,1,1,1,1,602,no,WH00000,no,,TXN004316,no
SO128442,OO128442,Waybill5109,PN17331,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 4:36,,,8/10/2024 4:36,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:30,8/13/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN012313,no
SO128443,OO128443,Waybill5110,PN17332,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 4:34,,,8/10/2024 4:34,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:32,8/13/2024 0:59,2,2,2,1,1,800,no,WH00000,no,,TXN012302,no
SO128444,OO128444,Waybill5111,PN17333,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:14,,,8/10/2024 8:14,,12345678,Seller A,shipped,,****,****,****,8/10/2024 15:46,8/13/2024 0:59,1,1,1,1,1,664,no,WH00000,no,,TXN012294,no
SO128445,OO128445,Waybill5112,PN17334,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:11,,,8/10/2024 8:11,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:55,8/13/2024 0:59,3,3,3,1,1,1200,no,WH00000,no,,TXN012246,no
SO128446,OO128446,Waybill5113,PN17335,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 8:07,,,8/10/2024 8:07,,12345678,Seller A,shipped,,****,****,****,8/10/2024 13:56,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012217,no
SO128447,OO128447,Waybill5114,PN17336,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/10/2024 7:53,,,8/10/2024 7:53,,12345678,Seller A,shipped,,****,****,****,8/10/2024 16:43,8/13/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN012216,no
SO128448,OO128448,Waybill5115,PN17337,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 21:04,,,8/7/2024 21:04,,12345678,Seller A,shipped,,****,****,****,8/8/2024 13:14,8/9/2024 0:59,2,2,2,1,1,1170,no,WH00000,no,,TXN004319,no
SO128449,OO128449,Waybill5116,PN17338,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 20:54,,,8/7/2024 20:54,,12345678,Seller A,shipped,,****,****,****,8/8/2024 16:23,8/9/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004314,no
SO128450,OO128450,Waybill5117,PN17339,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/7/2024 20:51,,,8/7/2024 20:51,,12345678,Seller A,shipped,,****,****,****,8/8/2024 12:54,8/9/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN004307,no
